web_scraper_order,web_scraper_start_url,price,article_type,image_link,address
"1765125586-1","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","Prix sur demande","Grenouillère - Ensemble Femme","https://images.coinafrique.com/thumb_740349_uploaded_image1_1562956490.71.png","Guediawaye, Dakar, Sénégal"
"1765125586-2","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","35 000CFA","Robe pour enfant","https://images.coinafrique.com/thumb_739801_uploaded_image1_1562946241.61.png","Dieuppeul-Derklé, Dakar, Sénégal"
"1765125586-3","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","8 000CFA","Couches et vêtements enfants","https://images.coinafrique.com/thumb_735868_uploaded_image1_1562861740.96.png","Ngor, Dakar, Sénégal"
"1765125586-4","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","20 000CFA","Costume enfant","https://images.coinafrique.com/thumb_735207_uploaded_image1_1562852018.04.png","Médina, Dakar, Sénégal"
"1765125586-5","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","18 000CFA","Abaya enfant 2 ans - 5 ans","https://images.coinafrique.com/thumb_727626_uploaded_image1_1562678215.71.png","Les Parcelles Assainies, Dakar, Sénégal"
"1765125586-6","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","Prix sur demande","Abaya enfant Spéciale Tabaski","https://images.coinafrique.com/thumb_725848_uploaded_image1_1562624169.32.png","Les Parcelles Assainies, Dakar, Sénégal"
"1765125586-7","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","10 000CFA","Tenue enfant","https://images.coinafrique.com/thumb_724146_uploaded_image1_1562589336.01.png","Dakar, Sénégal"
"1765125586-8","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","10 000CFA","Tenue enfant","https://images.coinafrique.com/thumb_724143_uploaded_image1_1562589274.19.png","Dakar, Sénégal"
"1765125586-9","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","10 000CFA","Tenue pour enfant","https://images.coinafrique.com/thumb_724138_uploaded_image1_1562589114.05.png","Dakar, Sénégal"
"1765125586-10","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","10 000CFA","Tenue pour enfant","https://images.coinafrique.com/thumb_724135_uploaded_image1_1562589070.16.png","Dakar, Sénégal"
"1765125586-11","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","10 000CFA","Tenue enfant","https://images.coinafrique.com/thumb_724130_uploaded_image1_1562588990.25.png","Dakar, Sénégal"
"1765125586-12","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","10 000CFA","Tenue enfant","https://images.coinafrique.com/thumb_724128_uploaded_image1_1562588912.66.png","Dakar, Sénégal"
"1765125586-13","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","10 000CFA","Tenue pour enfant","https://images.coinafrique.com/thumb_724122_uploaded_image1_1562588821.84.png","Dakar, Sénégal"
"1765125586-14","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","10 000CFA","Tenue enfant","https://images.coinafrique.com/thumb_724115_uploaded_image1_1562588760.4.png","Dakar, Sénégal"
"1765125586-15","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","10 000CFA","Tenue enfant","https://images.coinafrique.com/thumb_724113_uploaded_image1_1562588710.7.png","Dakar, Sénégal"
"1765125586-16","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","10 000CFA","Tenue pour enfant","https://images.coinafrique.com/thumb_724109_uploaded_image1_1562588631.85.png","Dakar, Sénégal"
"1765125586-17","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","10 000CFA","Tenue pour enfant","https://images.coinafrique.com/thumb_724102_uploaded_image1_1562588582.95.png","Dakar, Sénégal"
"1765125586-18","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","10 000CFA","Tenue pour enfant","https://images.coinafrique.com/thumb_724091_uploaded_image1_1562588225.16.png","Dakar, Sénégal"
"1765125586-19","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","10 000CFA","Tenue pour enfant","https://images.coinafrique.com/thumb_724081_uploaded_image1_1562588040.19.png","Dakar, Sénégal"
"1765125586-20","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","10 000CFA","Tenues enfant","https://images.coinafrique.com/thumb_724072_uploaded_image1_1562587876.78.png","Dakar, Sénégal"
"1765125586-21","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","10 000CFA","Tenues enfant","https://images.coinafrique.com/thumb_724060_uploaded_image1_1562587746.67.png","Dakar, Sénégal"
"1765125586-22","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","10 000CFA","Tenue Enfant","https://images.coinafrique.com/thumb_724057_uploaded_image1_1562587700.41.png","Dakar, Sénégal"
"1765125586-23","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","10 000CFA","Tenue enfant","https://images.coinafrique.com/thumb_724054_uploaded_image1_1562587650.41.png","Dakar, Sénégal"
"1765125586-24","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","10 000CFA","Tenue pour enfant","https://images.coinafrique.com/thumb_724052_uploaded_image1_1562587604.4.png","Dakar, Sénégal"
"1765125586-25","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","10 000CFA","Tenue enfant","https://images.coinafrique.com/thumb_724047_uploaded_image1_1562587553.26.png","Dakar, Sénégal"
"1765125586-26","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","10 000CFA","Ensemble pour enfant","https://images.coinafrique.com/thumb_724043_uploaded_image1_1562587503.48.png","Dakar, Sénégal"
"1765125586-27","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","25 000CFA","Ensemble costume enfant","https://images.coinafrique.com/thumb_724000_uploaded_image1_1562587045.77.png","Dakar, Sénégal"
"1765125586-28","https://sn.coinafrique.com/categorie/vetements-enfants?page=22","25 000CFA","Ensemble costume enfant","https://images.coinafrique.com/thumb_723992_uploaded_image1_1562586931.16.png","Dakar, Sénégal"
"1765125798-29","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Vêtements enfants","https://images.coinafrique.com/thumb_882774_uploaded_image1_1566929353.89.png","Point E, Dakar, Sénégal"
"1765125798-30","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","6 000CFA","Vêtement  bébé","https://images.coinafrique.com/thumb_882678_uploaded_image1_1566927510.43.png","Cambérène, Dakar, Sénégal"
"1765125798-31","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Friperie 1er choix - Vêtements enfants","https://images.coinafrique.com/thumb_874430_uploaded_image1_1566726381.32.png","Dieuppeul-Derklé, Dakar, Sénégal"
"1765125798-32","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Friperie de 1er choix - Vêtements enfants","https://images.coinafrique.com/thumb_874424_uploaded_image1_1566726248.32.png","Dieuppeul-Derklé, Dakar, Sénégal"
"1765125798-33","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Vêtements Enfants - friperie de 1er choix","https://images.coinafrique.com/thumb_874422_uploaded_image1_1566726154.26.png","Dieuppeul-Derklé, Dakar, Sénégal"
"1765125798-34","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Friperie 1er choix - Vêtements enfants","https://images.coinafrique.com/thumb_874418_uploaded_image1_1566726014.16.png","Dieuppeul-Derklé, Dakar, Sénégal"
"1765125798-35","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Vêtements enfants","https://images.coinafrique.com/thumb_874410_uploaded_image1_1566725903.03.png","Dieuppeul-Derklé, Dakar, Sénégal"
"1765125798-36","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Friperie de 1er choix","https://images.coinafrique.com/thumb_874399_uploaded_image1_1566725623.64.png","Dakar, Sénégal"
"1765125798-37","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Blouson pour enfant","https://images.coinafrique.com/thumb_859544_uploaded_image1_1566339969.44.png","Médina, Dakar, Sénégal"
"1765125798-38","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Vêtements enfants","https://images.coinafrique.com/thumb_859540_uploaded_image1_1566339904.59.png","Médina, Dakar, Sénégal"
"1765125798-39","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","8 000CFA","Robe enfant","https://images.coinafrique.com/thumb_829029_uploaded_image1_1565382378.89.png","Sénégal"
"1765125798-40","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Robe","https://images.coinafrique.com/thumb_821731_uploaded_image1_1565208424.68.png","Dakar, Sénégal"
"1765125798-41","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Collection robes de Tabaski","https://images.coinafrique.com/thumb_814621_uploaded_image1_1565037683.29.png","Guediawaye, Dakar, Sénégal"
"1765125798-42","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Blouson Enfant","https://images.coinafrique.com/thumb_809246_uploaded_image1_1564866370.7.png","Médina, Dakar, Sénégal"
"1765125798-43","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","15 000CFA","Robes bazin brodé - enfant","https://images.coinafrique.com/thumb_808557_uploaded_image1_1564848841.78.png","Hann Bel-Air, Dakar, Sénégal"
"1765125798-44","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","20 000CFA","Vêtements enfant - Bazin Getzner","https://images.coinafrique.com/thumb_808553_uploaded_image1_1564848715.66.png","Hann Bel-Air, Dakar, Sénégal"
"1765125798-45","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","20 000CFA","Robe   Getzner  enfant","https://images.coinafrique.com/thumb_808545_uploaded_image1_1564848572.85.png","Hann Bel-Air, Dakar, Sénégal"
"1765125798-46","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Vêtements enfant","https://images.coinafrique.com/thumb_803921_uploaded_image1_1564729928.32.png","HLM, Dakar, Sénégal"
"1765125798-47","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Ensemble garçon","https://images.coinafrique.com/thumb_799559_uploaded_image1_1564591431.49.png","Biscuiterie, Dakar, Sénégal"
"1765125798-48","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Robe enfant","https://images.coinafrique.com/thumb_799552_uploaded_image1_1564591269.56.png","Biscuiterie, Dakar, Sénégal"
"1765125798-49","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Robe pour enfants","https://images.coinafrique.com/thumb_799192_uploaded_image1_1564585177.98.png","Petit-Mbao, Dakar, Sénégal"
"1765125798-50","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Robes pour enfant","https://images.coinafrique.com/thumb_799190_uploaded_image1_1564585120.62.png","Petit-Mbao, Dakar, Sénégal"
"1765125798-51","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Vêtements enfant","https://images.coinafrique.com/thumb_794850_uploaded_image1_1564483781.69.png","Médina, Dakar, Sénégal"
"1765125798-52","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Costume Enfant","https://images.coinafrique.com/thumb_789093_uploaded_image1_1564310873.21.png","Médina, Dakar, Sénégal"
"1765125798-53","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","18 000CFA","Tenue enfant","https://images.coinafrique.com/thumb_780901_uploaded_image1_1564061950.08.png","Dakar, Sénégal"
"1765125798-54","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Ensemble pour enfant","https://images.coinafrique.com/thumb_780854_uploaded_image1_1564061441.75.png","Dakar, Sénégal"
"1765125798-55","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","1 900CFA","Ensemble Biberon 5 Pièces de Garçons en Bleu - à partir de ...","https://images.coinafrique.com/thumb_777756_uploaded_image1_1563987300.49.png","Sicap Liberté, Dakar, Sénégal"
"1765125798-56","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Vêtements enfant","https://images.coinafrique.com/thumb_777530_uploaded_image1_1563983540.87.png","Dakar, Sénégal"
"1765125798-57","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Robe enfant","https://images.coinafrique.com/thumb_777518_uploaded_image1_1563983306.57.png","Dakar, Sénégal"
"1765125798-58","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Robe enfant","https://images.coinafrique.com/thumb_777499_uploaded_image1_1563983051.01.png","Dakar, Sénégal"
"1765125798-59","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Robe fillette","https://images.coinafrique.com/thumb_777479_uploaded_image1_1563982898.84.png","Dakar, Sénégal"
"1765125798-60","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Robe fillette","https://images.coinafrique.com/thumb_777474_uploaded_image1_1563982835.05.png","Dakar, Sénégal"
"1765125798-61","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Vêtements enfant","https://images.coinafrique.com/thumb_777469_uploaded_image1_1563982780.11.png","Dakar, Sénégal"
"1765125798-62","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Robe enfant","https://images.coinafrique.com/thumb_777455_uploaded_image1_1563982643.5.png","Dakar, Sénégal"
"1765125798-63","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Robe enfant","https://images.coinafrique.com/thumb_777414_uploaded_image1_1563982287.77.png","Dakar, Sénégal"
"1765125798-64","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Vêtements pour enfant","https://images.coinafrique.com/thumb_777403_uploaded_image1_1563982192.33.png","Dakar, Sénégal"
"1765125798-65","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Robe","https://images.coinafrique.com/thumb_777221_uploaded_image1_1563980200.54.png","Dakar, Sénégal"
"1765125798-66","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Robe petite fille","https://images.coinafrique.com/thumb_777193_uploaded_image1_1563979627.11.png","Dakar, Sénégal"
"1765125798-67","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Robe","https://images.coinafrique.com/thumb_777133_uploaded_image1_1563978827.04.png","Dakar, Sénégal"
"1765125798-68","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Robe","https://images.coinafrique.com/thumb_777129_uploaded_image1_1563978782.04.png","Dakar, Sénégal"
"1765125798-69","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Robe enfant","https://images.coinafrique.com/thumb_777120_uploaded_image1_1563978720.19.png","Dakar, Sénégal"
"1765125798-70","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Robe","https://images.coinafrique.com/thumb_777117_uploaded_image1_1563978670.23.png","Dakar, Sénégal"
"1765125798-71","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Robe","https://images.coinafrique.com/thumb_777111_uploaded_image1_1563978617.41.png","Dakar, Sénégal"
"1765125798-72","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Robe enfant","https://images.coinafrique.com/thumb_777045_uploaded_image1_1563977929.01.png","Dakar, Sénégal"
"1765125798-73","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Robe enfant","https://images.coinafrique.com/thumb_777036_uploaded_image1_1563977800.29.png","Dakar, Sénégal"
"1765125798-74","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Robe enfant","https://images.coinafrique.com/thumb_777032_uploaded_image1_1563977727.75.png","Dakar, Sénégal"
"1765125798-75","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Vêtement enfant","https://images.coinafrique.com/thumb_777027_uploaded_image1_1563977675.97.png","Dakar, Sénégal"
"1765125798-76","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Vêtement enfant","https://images.coinafrique.com/thumb_777023_uploaded_image1_1563977622.42.png","Dakar, Sénégal"
"1765125798-77","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Robe enfant","https://images.coinafrique.com/thumb_777019_uploaded_image1_1563977556.39.png","Dakar, Sénégal"
"1765125798-78","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Robe enfant","https://images.coinafrique.com/thumb_777015_uploaded_image1_1563977489.37.png","Dakar, Sénégal"
"1765125798-79","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Robe enfant","https://images.coinafrique.com/thumb_777013_uploaded_image1_1563977453.51.png","Dakar, Sénégal"
"1765125798-80","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Robe enfant","https://images.coinafrique.com/thumb_777011_uploaded_image1_1563977395.81.png","Dakar, Sénégal"
"1765125798-81","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Robe enfant","https://images.coinafrique.com/thumb_776960_uploaded_image1_1563976874.21.png","Dakar, Sénégal"
"1765125798-82","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Robe enfant","https://images.coinafrique.com/thumb_776951_uploaded_image1_1563976809.34.png","Dakar, Sénégal"
"1765125798-83","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Robe enfant","https://images.coinafrique.com/thumb_776102_uploaded_image1_1563966374.5.png","Ouakam, Dakar, Sénégal"
"1765125798-84","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Vêtements enfant","https://images.coinafrique.com/thumb_776078_uploaded_image1_1563965884.05.png","Ouakam, Dakar, Sénégal"
"1765125798-85","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Vêtements enfant","https://images.coinafrique.com/thumb_776065_uploaded_image1_1563965793.55.png","Ouakam, Dakar, Sénégal"
"1765125798-86","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Vêtements enfant","https://images.coinafrique.com/thumb_774845_uploaded_image1_1563929744.94.png","Ouakam, Dakar, Sénégal"
"1765125798-87","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Robes pour enfant","https://images.coinafrique.com/thumb_774840_uploaded_image1_1563929589.59.png","Ouakam, Dakar, Sénégal"
"1765125798-88","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Vêtements bébé","https://images.coinafrique.com/thumb_774806_uploaded_image1_1563928347.37.png","Médina, Dakar, Sénégal"
"1765125798-89","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Vêtements bébé","https://images.coinafrique.com/thumb_774803_uploaded_image1_1563928268.84.png","Médina, Dakar, Sénégal"
"1765125798-90","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Habillement enfant","https://images.coinafrique.com/thumb_772978_uploaded_image1_1563889449.35.png","Dakar, Sénégal"
"1765125798-91","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Vêtement enfant","https://images.coinafrique.com/thumb_772928_uploaded_image1_1563888978.63.png","Dakar, Sénégal"
"1765125798-92","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Vêtement enfant","https://images.coinafrique.com/thumb_772900_uploaded_image1_1563888684.79.png","Dakar, Sénégal"
"1765125798-93","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Tee-shirt","https://images.coinafrique.com/thumb_772515_uploaded_image1_1563884937.81.png","Guediawaye, Dakar, Sénégal"
"1765125798-94","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Robes enfants","https://images.coinafrique.com/thumb_770101_uploaded_image1_1563822944.92.png","Ouakam, Dakar, Sénégal"
"1765125798-95","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Robes","https://images.coinafrique.com/thumb_766924_uploaded_image1_1563733037.86.png","Dakar, Sénégal"
"1765125798-96","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","20 000CFA","Costume enfant","https://images.coinafrique.com/thumb_766156_uploaded_image1_1563699576.64.png","Médina, Dakar, Sénégal"
"1765125798-97","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","20 000CFA","Costume Enfant","https://images.coinafrique.com/thumb_766149_uploaded_image1_1563699401.63.png","Médina, Dakar, Sénégal"
"1765125798-98","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","10 000CFA","Vêtements enfant","https://images.coinafrique.com/thumb_765642_uploaded_image1_1563665910.22.png","Dakar, Sénégal"
"1765125798-99","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Djellaba Enfant","https://images.coinafrique.com/thumb_765640_uploaded_image1_1563665850.78.png","Guediawaye, Dakar, Sénégal"
"1765125798-100","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","10 000CFA","Djellaba Enfant","https://images.coinafrique.com/thumb_765637_uploaded_image1_1563665776.21.png","Dakar, Sénégal"
"1765125798-101","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Prix sur demande","Vêtements enfants","https://images.coinafrique.com/thumb_762906_uploaded_image1_1563574544.52.png","Les Parcelles Assainies, Dakar, Sénégal"
"1765125798-102","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","10 000CFA","Robe avec sacoche","https://images.coinafrique.com/thumb_760606_uploaded_image1_1563527782.19.png","Dakar Plateau, Dakar, Sénégal"
"1765125798-103","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","10 000CFA","Ensemble chic pour bébé","https://images.coinafrique.com/thumb_760600_uploaded_image1_1563527705.83.png","Ouakam, Dakar, Sénégal"
"1765125798-104","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","8 000CFA","Ensemble fille","https://images.coinafrique.com/thumb_760599_uploaded_image1_1563527651.42.png","Dakar Plateau, Dakar, Sénégal"
"1765125798-105","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","12 000CFA","Robe avec petite traîne","https://images.coinafrique.com/thumb_760597_uploaded_image1_1563527596.64.png","Ouakam, Dakar, Sénégal"
"1765125798-106","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","10 000CFA","Robe enfant","https://images.coinafrique.com/thumb_760595_uploaded_image1_1563527531.24.png","Dakar Plateau, Dakar, Sénégal"
"1765125798-107","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","3 000CFA","Joggings filles","https://images.coinafrique.com/thumb_760586_uploaded_image1_1563527322.48.png","Dakar Plateau, Dakar, Sénégal"
"1765125798-108","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","10 000CFA","Robes toute mimi pour enfants","https://images.coinafrique.com/thumb_afrikannonce_1011525_uploaded_image1_1569956572.46.jpg","Sénégal"
"1765125798-109","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","12 000CFA","Robe brodée enfant","https://images.coinafrique.com/thumb_afrikannonce_1011523_uploaded_image1_1569956567.47.jpg","Sénégal"
"1765125798-110","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","8 000CFA","Jolies robes en wax","https://images.coinafrique.com/thumb_afrikannonce_1011524_uploaded_image1_1569956569.73.jpg","Sénégal"
"1765125798-111","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","20 000CFA","Costume enfant","https://images.coinafrique.com/thumb_752448_uploaded_image1_1563350256.56.png","Médina, Dakar, Sénégal"
"1765125798-112","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","18 000CFA","Blouson enfant","https://images.coinafrique.com/thumb_752408_uploaded_image1_1563349196.32.png","Médina, Dakar, Sénégal"
"1765126010-113","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Prix sur demande","Robe  enfant","https://images.coinafrique.com/thumb_1169730_uploaded_image1_1573162473.44.png","Dakar-Plateau, Dakar, Sénégal"
"1765126010-114","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","5 000CFA","Vêtements pour enfants et adultes","https://images.coinafrique.com/thumb_1164929_uploaded_image1_1573080199.92.png","Ngor, Dakar, Sénégal"
"1765126010-115","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Prix sur demande","Vêtements Enfants","https://images.coinafrique.com/thumb_1159944_uploaded_image1_1572994078.74.png","Dakar, Sénégal"
"1765126010-116","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","10 000CFA","Robes pour enfants","https://images.coinafrique.com/thumb_1159823_uploaded_image1_1572990841.8.png","Grand Dakar, Dakar, Sénégal"
"1765126010-117","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Prix sur demande","Habits","https://images.coinafrique.com/thumb_1145063_uploaded_image1_1572702832.34.png","Dakar, Sénégal"
"1765126010-118","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Prix sur demande","Habits","https://images.coinafrique.com/thumb_1145052_uploaded_image1_1572702578.77.png","Dakar, Sénégal"
"1765126010-119","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Prix sur demande","Habits","https://images.coinafrique.com/thumb_1145048_uploaded_image1_1572702516.61.png","Dakar, Sénégal"
"1765126010-120","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Prix sur demande","Habit","https://images.coinafrique.com/thumb_1145043_uploaded_image1_1572702415.56.png","Dakar, Sénégal"
"1765126010-121","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Prix sur demande","Habits","https://images.coinafrique.com/thumb_1145031_uploaded_image1_1572702198.09.png","Dakar, Sénégal"
"1765126010-122","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Prix sur demande","Vêtement enfant","https://images.coinafrique.com/thumb_1144936_uploaded_image1_1572700510.43.png","Dakar, Sénégal"
"1765126010-123","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Prix sur demande","Vêtements enfant","https://images.coinafrique.com/thumb_1144927_uploaded_image1_1572700444.87.png","Dakar, Sénégal"
"1765126010-124","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Prix sur demande","Vêtements enfants","https://images.coinafrique.com/thumb_1144902_uploaded_image1_1572700139.58.png","Dakar, Sénégal"
"1765126010-125","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Prix sur demande","Habits","https://images.coinafrique.com/thumb_1144898_uploaded_image1_1572700087.14.png","Dakar, Sénégal"
"1765126010-126","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","10 000CFA","Habits","https://images.coinafrique.com/thumb_1144890_uploaded_image1_1572699984.7.png","Dakar, Sénégal"
"1765126010-127","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Prix sur demande","Habits","https://images.coinafrique.com/thumb_1144880_uploaded_image1_1572699758.72.png","Dakar, Sénégal"
"1765126010-128","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Prix sur demande","Vêtements enfant","https://images.coinafrique.com/thumb_1144872_uploaded_image1_1572699712.8.png","Dakar, Sénégal"
"1765126010-129","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Prix sur demande","Ensemble enfants","https://images.coinafrique.com/thumb_1144870_uploaded_image1_1572699678.95.png","Dakar, Sénégal"
"1765126010-130","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","10 000CFA","Ensemble enfant","https://images.coinafrique.com/thumb_1144863_uploaded_image1_1572699593.81.png","Guediawaye, Dakar, Sénégal"
"1765126010-131","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","10 000CFA","Vêtements enfant","https://images.coinafrique.com/thumb_1144859_uploaded_image1_1572699549.63.png","Dakar, Sénégal"
"1765126010-132","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","10 000CFA","Ensemble enfant","https://images.coinafrique.com/thumb_1144822_uploaded_image1_1572699281.14.png","Dakar, Sénégal"
"1765126010-133","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","15 000CFA","Pull-over enfant","https://images.coinafrique.com/thumb_1121633_uploaded_image1_1573928648.55.png","Dakar, Sénégal"
